"z	ldistance	m1z	m2z	mcz	m1s	m2s	mcs	eta"
1.0846687912868918	7306.529802891462	18.72404401323098	13.629857487391469	13.872324816912739	8.981783625048848	6.538140516305993	6.654450277614211	0.24380221685887696
1.348200734305137	9562.573440433229	17.183611761261517	15.211265912688042	14.069304117824505	7.31777803755196	6.477838836546166	5.99152530372911	0.24907326949121125
0.9295948879260211	6037.8348718119905	27.212791624296525	13.978800670791278	16.795157811362557	14.102852259079906	7.244422525298074	8.703981294962091	0.22419496128638344
1.3336490211071546	9435.119741288941	35.99482273063869	33.419877031386186	30.189550174914064	15.424265776505518	14.32086690376892	12.936628388356025	0.2496559882633844
0.6153868412731591	3640.506815501079	16.09345713145323	12.05737904007632	12.101608443216819	9.962602591692063	7.4640815017246	7.491461570702777	0.24486102469127352
1.157223376169978	7916.021962674544	15.341601449248941	11.87669160866805	11.731877738423186	7.11173521422109	5.505545573010807	5.438415821013603	0.245948628077253
1.4268556054082555	10256.733281618068	65.61330596400065	43.59658522137332	46.36755989657365	27.03634522704242	17.964227094606777	19.106023363418654	0.2398393538347212
1.2308861779764284	8544.198994713375	22.448295684728745	19.145882958919675	18.036354130330903	10.062501577328764	8.582187270659567	8.084838351856728	0.24842406753787616
1.0467342699261184	6991.737435767968	17.539413898536335	12.628373047237593	12.92137698081045	8.569463147343235	6.170011042856795	6.313167845319205	0.24337478162750756
0.9691247669684279	6356.547467066491	14.248286417734652	11.609760424077288	11.184907406065609	7.2358474469196015	5.895898837304825	5.680141550037669	0.24739701702831537
1.0353572622393814	6897.867818218696	21.736807128858416	17.351619191662465	16.885418096071227	10.67960280591856	8.525097541142	8.29604630564622	0.24685355563080666
1.4325607549280814	10307.418255302016	90.37692577401364	22.194458455728782	37.24737479932185	37.15299837462256	9.123907146312964	15.312001858067903	0.1582873121062722
1.4008973356022225	10026.681243771656	26.438346229492957	23.40174269423291	21.645804399001843	11.011860372972327	9.747081787802893	9.015714282332016	0.24907197734529574
1.3612011568159506	9676.701183772795	37.542905919788275	29.771365680282976	29.065282955291504	15.899918484884363	12.608568140983497	12.309532744124885	0.2466677321168873
0.8571186750641702	5462.527975668418	18.52223449162118	14.188478656046456	14.087681457487648	9.973640748069679	7.640049527559779	7.585773406215339	0.2456117752510651
0.7868902409334223	4916.998851274672	42.32778545836728	32.47419437947937	32.21927334310239	23.6879605074436	18.173580914805235	18.030919082233012	0.24566186669158319
1.3870564059637411	9904.400025314146	16.83279245918723	12.378930820318017	12.536957315403873	7.051694470701552	5.185856014709545	5.252057422724475	0.24418835476426165
1.3400610495858492	9491.242292609137	29.446764882139508	16.431613862073863	18.989305134448667	12.583759251644773	7.021874008364858	8.114875950697717	0.229880262625799
0.7201730001123443	4410.521415722547	22.747260737073145	16.153861843009945	16.639139205621003	13.223821520037534	9.390835597323605	9.672945223843358	0.24281818121844495
1.183771139141449	8141.360184310491	19.311842765071663	19.20976107999771	16.767431314011112	8.843345540624798	8.796599943870511	7.678199887101375	0.24999824439443788
0.9406230378462972	6126.410723662908	41.289442275164745	14.051380502054236	20.39509272859472	21.276384681585434	7.240654278560175	10.509559214152784	0.18943786370980104
0.9934785317305113	6554.550307585423	13.067835646569732	11.189910904225881	10.520783522840524	6.555292890576416	5.613258796678424	5.277600613891527	0.24850171142354666
1.1658070294826757	7988.747602456525	28.624862657171903	12.92028464495468	16.485618115384426	13.216718880079187	5.965575173168044	7.611766833780282	0.21427666922646021
1.0758235155982765	7232.884563253876	40.48818266995028	26.753620858087732	28.529794301459013	19.504636288061853	12.888196254187353	13.743843870675292	0.23956984125415665
0.43764572495964904	2416.386703194308	25.66032622241529	12.299779541121808	15.262659573960775	17.848852312439845	8.555501072050996	10.616426083963876	0.21903053958271415
1.4861139662907226	10785.312080751415	41.645699585158944	14.979302467631848	21.204859791612424	16.75132361180298	6.025187369017093	8.529319282675539	0.19455629656229367
1.4306904709598627	10290.797640090064	95.68936312018924	61.74822244294576	66.59953397815147	39.36715277548366	25.40357284511089	27.399430233439713	0.23838080515643217
1.2810280427265617	8976.870479323608	40.92977895701076	31.840353685688296	31.377601000851467	17.943566756016956	13.958773451828693	13.755903221314695	0.24609962357760126
1.0697725215505516	7182.589300437514	15.725549395477637	14.134796071090335	12.975325426528002	7.597718701810275	6.829154375139438	6.268962067777213	0.24929049406644516
1.3277268474903887	9383.338684078806	17.308363271233464	13.579741333177015	13.32693402288267	7.435736409490775	5.83390673515574	5.725299786463754	0.2463570417763927
1.4773666852258869	10706.995251399328	30.61373922790879	21.971111358868388	22.515879379033933	12.35737099819659	8.868736101884352	9.088634118360615	0.24324678855873053
1.1838609530261355	8142.124573834168	15.797192791859453	15.339086673692197	13.551092461805338	7.233607418993218	7.02383851519352	6.2051077212712835	0.24994588237121412
0.7925516786472712	4960.518336376528	14.457735846955218	13.45069735920133	12.13835852626167	8.065449950020735	7.5036594589851635	6.771552904640241	0.24967449232318184
1.3760408764879692	9807.273357402313	63.580324880115164	36.60280623300067	41.681501488414874	26.758935635018776	15.40495645306547	17.54241768349726	0.23187179475578829
1.442514738988735	10395.955742466333	15.749163871398371	14.607388214851852	13.202237935785824	6.447929922387669	5.980470857219757	5.405182505163467	0.24964633125440708
1.26276968111202	8818.859667715185	73.42861320546216	53.056646410506005	54.19448452200023	32.45076766689585	23.447656583604104	23.950508518112542	0.24351475936922842
1.2964547546636576	9110.778517205903	24.57992500270667	18.395437444718034	18.472704979804508	10.703422287240615	8.010363542917814	8.044009986388803	0.24482264013577681
1.3030593770013899	9168.21984006089	24.647364848007967	16.985702432009564	17.751077560106975	10.702010158374259	7.37527768568657	7.707607427481563	0.24153339659611608
1.3703294462334896	9756.982131363426	38.457852111424444	14.919960626124416	20.40701419126128	16.224686476613996	6.29446706230334	8.609357751382836	0.20138687118121934
1.281278754894522	8979.043796346316	17.510292913306145	16.47546603492574	14.784930146193643	7.675648088046022	7.222031064628709	6.480983577509906	0.2497682170616961
0.9646743663600791	6320.498636632815	14.374333793039247	10.507498459319596	10.672735948424913	7.316395041927658	5.348213749429973	5.432318012169172	0.24396208979854248
1.0478358184584742	7000.839516838522	12.925797388429734	12.363842149397986	11.004693460756759	6.311930513140324	6.03751630768182	5.373816280369895	0.24987655935592454
1.4645450834735014	10592.3807199223	60.81250324513635	58.409365862463375	51.88168086881361	24.6749404800613	23.699856924565523	21.051220047349336	0.24989842534526296
1.3567408565719696	9637.517626433244	24.76504925570137	22.504339050257755	20.54694595349616	10.508176657031235	9.54892388253147	8.718373043094354	0.24942816618469332
1.4188619890602727	10185.792045129589	19.654483033159025	19.50204814682967	17.04371515578706	8.125508243979967	8.062488986569345	7.046170981589793	0.24999621121179644
1.2755728804811208	8929.606143608416	50.96464685069424	50.7060022033242	44.25454856116272	22.39640280821015	22.282741475018597	19.44765159611414	0.24999838208460728
0.4756051768209879	2668.2540312752876	30.797197583155878	25.789566452970977	24.514902625032395	20.87089288308455	17.4772810898722	16.61345664146203	0.2480421701234683
1.3057830727632793	9191.92751143876	12.871287903881097	11.983008263801194	10.810167525194897	5.582176422370897	5.196936522498019	4.6882847102524075	0.24968067237846978
1.0594374525850003	7096.846211056552	24.84057401376417	15.882650383497689	17.206095558490215	12.06182493310702	7.712130496394454	8.354755099210792	0.23790320265536644
0.6526898203188314	3910.8665750005825	30.578067950074225	19.370199896287748	21.077660256746913	18.50200054126019	11.72040854741328	12.753548789137383	0.23741233536377743
0.9239493377264913	5992.594276061807	34.76062697956857	14.361155190378167	19.08584370133078	18.067329683766413	7.4644144254591325	9.920138398178562	0.20688487760366955
0.8394545024961547	5324.170851270177	17.840145735778094	17.41531822306477	15.34449501879882	9.69860668560645	9.467653698111064	8.341872548614937	0.24996369951649977
0.4716149489867442	2641.519201005278	35.442310062087174	14.012684684219861	19.001329544470497	24.083956259407653	9.521977670767791	12.911889456921829	0.2030593773000081
0.8080470338546768	5080.049706598845	16.114858658042976	13.211510212960668	12.68982756483986	8.91285367930214	7.307061135901044	7.018527354228007	0.2475496859828184
1.3739745679584099	9789.073385600763	49.98231018698824	24.534376008238315	30.109538481372674	21.054273647915462	10.334725712473656	12.683176512403216	0.22084332421246575
1.4664592736673987	10609.47827395234	15.695467938919627	14.534946649590635	13.146913498144919	6.363562579965858	5.893041415591065	5.330277956950274	0.249631567421251
