event1	event2	m1_1	m2_1	dist1	m1_2	m2_2	dist2	Blu	Rlu
S190426c	S190828j	5.518208	1.939483	673.410613	43.837041	35.304224	1996.229569	0.000000E+00	2.982160E-02
S190426c	S190828l	5.518208	1.939483	673.410613	32.131295	12.406218	1550.884781	0.000000E+00	2.981382E-02
S190426c	S190830y	5.518208	1.939483	673.410613	13.495155	4.414696	1058.882711	4.367212E-18	2.860809E-02
S190426c	S190901ap	5.518208	1.939483	673.410613	2.057573	1.260297	241.128579	1.521814E-08	2.747391E-02
S190510g	S190630ag	2.127052	1.396210	214.506238	43.756930	25.094726	894.666939	0.000000E+00	2.163443E-01
S190510g	S190706ai	2.127052	1.396210	214.506238	112.933503	74.121426	5294.057929	0.000000E+00	1.726636E-01
S190510g	S190708ap	2.127052	1.396210	214.506238	21.480518	14.643784	861.632575	0.000000E+00	1.605650E-01
S190510g	S190812an	2.127052	1.396210	214.506238	3.388247	1.510654	280.148786	7.464435E-03	5.541078E-02
S190510g	S190814bv	2.127052	1.396210	214.506238	24.687522	2.707457	266.583126	0.000000E+00	5.243807E-02
S190510g	S190828j	2.127052	1.396210	214.506238	43.837041	35.304224	1996.229569	0.000000E+00	3.867241E-02
S190510g	S190828l	2.127052	1.396210	214.506238	32.131295	12.406218	1550.884781	0.000000E+00	3.866061E-02
S190510g	S190830y	2.127052	1.396210	214.506238	13.495155	4.414696	1058.882711	5.088471E-117	3.684283E-02
S190510g	S190901ap	2.127052	1.396210	214.506238	2.057573	1.260297	241.128579	3.004547E+02	3.515309E-02
S190512at	190425	27.933490	16.642326	1430.391569	2.063355	1.424297	163.086727	0.000000E+00	1.429150E+00
S190512at	190511	27.933490	16.642326	1430.391569	3.850878	1.518912	1683.381047	0.000000E+00	2.821952E+01
S190512at	190519bj	27.933490	16.642326	1430.391569	94.012281	67.120783	3830.846901	0.000000E+00	4.680819E+00
S190512at	190521g	27.933490	16.642326	1430.391569	191.015006	80.104642	2312.369982	0.000000E+00	3.699637E+00
S190512at	190521r	27.933490	16.642326	1430.391569	51.535979	39.138066	1121.147106	0.000000E+00	3.597760E+00
S190512at	S190413ac	27.933490	16.642326	1430.391569	83.477306	55.758698	4215.177173	0.000000E+00	5.991585E-01
S190512at	S190421ar	27.933490	16.642326	1430.391569	48.520636	37.469384	1559.917750	3.300425E-118	1.071476E+00
S190512at	S190425e	27.933490	16.642326	1430.391569	2.159430	1.390684	102.150916	0.000000E+00	1.394407E+00
S190512at	S190426c	27.933490	16.642326	1430.391569	5.518208	1.939483	673.410613	0.000000E+00	1.603340E+00
S190512at	S190510g	27.933490	16.642326	1430.391569	2.127052	1.396210	214.506238	0.000000E+00	1.341704E+01
S190512at	S190602aq	27.933490	16.642326	1430.391569	110.865717	60.439404	2538.314813	0.000000E+00	1.059467E+00
S190512at	S190607t	27.933490	16.642326	1430.391569	1.982071	1.254118	135.817611	0.000000E+00	7.448217E-01
S190512at	S190630ag	27.933490	16.642326	1430.391569	43.756930	25.094726	894.666939	7.933736E-284	2.390969E-01
S190512at	S190701ah	27.933490	16.642326	1430.391569	77.306595	53.661396	1841.469922	0.000000E+00	2.294966E-01
S190512at	S190706ai	27.933490	16.642326	1430.391569	112.933503	74.121426	5294.057929	0.000000E+00	1.899084E-01
S190512at	S190707q	27.933490	16.642326	1430.391569	13.665300	9.435456	806.532865	0.000000E+00	1.867280E-01
S190512at	S190708ap	27.933490	16.642326	1430.391569	21.480518	14.643784	861.632575	1.852385E-56	1.763617E-01
S190512at	S190720a	27.933490	16.642326	1430.391569	15.956410	9.005985	816.716283	0.000000E+00	1.203446E-01
S190512at	S190727h	27.933490	16.642326	1430.391569	57.666366	45.159167	2858.799342	0.000000E+00	9.522172E-02
S190512at	S190728q	27.933490	16.642326	1430.391569	14.403733	9.446159	897.634710	0.000000E+00	9.221715E-02
S190512at	S190802ab	27.933490	16.642326	1430.391569	1.884447	1.031714	161.440189	0.000000E+00	7.786314E-02
S190512at	S190804f	27.933490	16.642326	1430.391569	2.661309	0.997223	458.682711	0.000000E+00	7.497583E-02
S190512at	S190812an	27.933490	16.642326	1430.391569	3.388247	1.510654	280.148786	0.000000E+00	5.930569E-02
S190512at	S190814bv	27.933490	16.642326	1430.391569	24.687522	2.707457	266.583126	0.000000E+00	5.602202E-02
S190512at	S190826u	27.933490	16.642326	1430.391569	1.594133	1.005948	221.791283	0.000000E+00	4.247824E-02
S190512at	S190828j	27.933490	16.642326	1430.391569	43.837041	35.304224	1996.229569	1.112693E-300	4.089162E-02
S190512at	S190828l	27.933490	16.642326	1430.391569	32.131295	12.406218	1550.884781	8.838183E-14	4.087872E-02
S190512at	S190830y	27.933490	16.642326	1430.391569	13.495155	4.414696	1058.882711	9.411792E-293	3.889421E-02
S190512at	S190901ap	27.933490	16.642326	1430.391569	2.057573	1.260297	241.128579	0.000000E+00	3.705342E-02
S190602aq	S190413ac	110.865717	60.439404	2538.314813	83.477306	55.758698	4215.177173	3.802318E-14	2.288273E-01
S190602aq	S190510g	110.865717	60.439404	2538.314813	2.127052	1.396210	214.506238	0.000000E+00	8.668411E-01
S190602aq	S190630ag	110.865717	60.439404	2538.314813	43.756930	25.094726	894.666939	2.030931E-305	6.428111E-01
S190602aq	S190706ai	110.865717	60.439404	2538.314813	112.933503	74.121426	5294.057929	9.530873E-07	4.545595E-01
S190602aq	S190707q	110.865717	60.439404	2538.314813	13.665300	9.435456	806.532865	0.000000E+00	4.440499E-01
S190602aq	S190708ap	110.865717	60.439404	2538.314813	21.480518	14.643784	861.632575	0.000000E+00	4.109784E-01
S190602aq	S190812an	110.865717	60.439404	2538.314813	3.388247	1.510654	280.148786	0.000000E+00	1.101715E-01
S190602aq	S190814bv	110.865717	60.439404	2538.314813	24.687522	2.707457	266.583126	0.000000E+00	1.026205E-01
S190602aq	S190826u	110.865717	60.439404	2538.314813	1.594133	1.005948	221.791283	0.000000E+00	7.212717E-02
S190602aq	S190828j	110.865717	60.439404	2538.314813	43.837041	35.304224	1996.229569	1.280250E-269	6.865863E-02
S190602aq	S190828l	110.865717	60.439404	2538.314813	32.131295	12.406218	1550.884781	0.000000E+00	6.863055E-02
S190602aq	S190830y	110.865717	60.439404	2538.314813	13.495155	4.414696	1058.882711	0.000000E+00	6.433730E-02
S190602aq	S190901ap	110.865717	60.439404	2538.314813	2.057573	1.260297	241.128579	0.000000E+00	6.040574E-02
S190607t	190425	1.982071	1.254118	135.817611	2.063355	1.424297	163.086727	2.882663E-29	3.017937E-01
S190607t	190511	1.982071	1.254118	135.817611	3.850878	1.518912	1683.381047	1.456834E+01	6.814430E-01
S190607t	190521g	1.982071	1.254118	135.817611	191.015006	80.104642	2312.369982	0.000000E+00	1.429581E+00
S190607t	190521r	1.982071	1.254118	135.817611	51.535979	39.138066	1121.147106	0.000000E+00	1.454286E+00
S190607t	S190413ac	1.982071	1.254118	135.817611	83.477306	55.758698	4215.177173	0.000000E+00	1.914380E-01
S190607t	S190421ar	1.982071	1.254118	135.817611	48.520636	37.469384	1559.917750	0.000000E+00	2.625609E-01
S190607t	S190425e	1.982071	1.254118	135.817611	2.159430	1.390684	102.150916	3.733670E-145	2.982879E-01
S190607t	S190426c	1.982071	1.254118	135.817611	5.518208	1.939483	673.410613	1.509998E-40	3.186117E-01
S190607t	S190510g	1.982071	1.254118	135.817611	2.127052	1.396210	214.506238	2.775749E-02	6.281492E-01
S190607t	S190602aq	1.982071	1.254118	135.817611	110.865717	60.439404	2538.314813	0.000000E+00	7.229943E+00
S190607t	S190630ag	1.982071	1.254118	135.817611	43.756930	25.094726	894.666939	0.000000E+00	8.908308E-01
S190607t	S190701ah	1.982071	1.254118	135.817611	77.306595	53.661396	1841.469922	0.000000E+00	8.241459E-01
S190607t	S190706ai	1.982071	1.254118	135.817611	112.933503	74.121426	5294.057929	0.000000E+00	5.913443E-01
S190607t	S190707q	1.982071	1.254118	135.817611	13.665300	9.435456	806.532865	0.000000E+00	5.753763E-01
S190607t	S190708ap	1.982071	1.254118	135.817611	21.480518	14.643784	861.632575	0.000000E+00	5.258474E-01
S190607t	S190720a	1.982071	1.254118	135.817611	15.956410	9.005985	816.716283	0.000000E+00	3.108995E-01
S190607t	S190727h	1.982071	1.254118	135.817611	57.666366	45.159167	2858.799342	0.000000E+00	2.328603E-01
S190607t	S190728q	1.982071	1.254118	135.817611	14.403733	9.446159	897.634710	0.000000E+00	2.239197E-01
S190607t	S190802ab	1.982071	1.254118	135.817611	1.884447	1.031714	161.440189	5.664050E-146	1.819617E-01
S190607t	S190804f	1.982071	1.254118	135.817611	2.661309	0.997223	458.682711	2.586666E+03	1.736462E-01
S190607t	S190812an	1.982071	1.254118	135.817611	3.388247	1.510654	280.148786	9.730908E-133	1.291314E-01
S190607t	S190814bv	1.982071	1.254118	135.817611	24.687522	2.707457	266.583126	0.000000E+00	1.199488E-01
S190607t	S190826u	1.982071	1.254118	135.817611	1.594133	1.005948	221.791283	1.518229E-36	8.295743E-02
S190607t	S190828j	1.982071	1.254118	135.817611	43.837041	35.304224	1996.229569	0.000000E+00	7.876362E-02
S190607t	S190828l	1.982071	1.254118	135.817611	32.131295	12.406218	1550.884781	0.000000E+00	7.872969E-02
S190607t	S190830y	1.982071	1.254118	135.817611	13.495155	4.414696	1058.882711	1.052952E-235	7.354542E-02
S190607t	S190901ap	1.982071	1.254118	135.817611	2.057573	1.260297	241.128579	2.858604E+04	6.880588E-02
S190630ag	S190828j	43.756930	25.094726	894.666939	43.837041	35.304224	1996.229569	7.445383E-10	1.685320E-01
S190701ah	190425	77.306595	53.661396	1841.469922	2.063355	1.424297	163.086727	0.000000E+00	1.233559E-01
S190701ah	190511	77.306595	53.661396	1841.469922	3.850878	1.518912	1683.381047	0.000000E+00	2.181260E-01
S190701ah	190521g	77.306595	53.661396	1841.469922	191.015006	80.104642	2312.369982	8.912064E-183	3.208170E-01
S190701ah	190521r	77.306595	53.661396	1841.469922	51.535979	39.138066	1121.147106	2.272173E-154	3.234972E-01
S190701ah	S190413ac	77.306595	53.661396	1841.469922	83.477306	55.758698	4215.177173	1.062674E-27	8.475123E-02
S190701ah	S190421ar	77.306595	53.661396	1841.469922	48.520636	37.469384	1559.917750	7.851503E-37	1.100954E-01
S190701ah	S190425e	77.306595	53.661396	1841.469922	2.159430	1.390684	102.150916	0.000000E+00	1.221963E-01
S190701ah	S190510g	77.306595	53.661396	1841.469922	2.127052	1.396210	214.506238	0.000000E+00	2.078563E-01
S190701ah	S190602aq	77.306595	53.661396	1841.469922	110.865717	60.439404	2538.314813	0.000000E+00	6.019290E-01
S190701ah	S190630ag	77.306595	53.661396	1841.469922	43.756930	25.094726	894.666939	1.252680E-173	3.818036E+01
S190701ah	S190706ai	77.306595	53.661396	1841.469922	112.933503	74.121426	5294.057929	4.735104E-61	6.744578E+00
S190701ah	S190707q	77.306595	53.661396	1841.469922	13.665300	9.435456	806.532865	0.000000E+00	6.086587E+00
S190701ah	S190708ap	77.306595	53.661396	1841.469922	21.480518	14.643784	861.632575	0.000000E+00	4.502443E+00
S190701ah	S190720a	77.306595	53.661396	1841.469922	15.956410	9.005985	816.716283	0.000000E+00	1.340356E+00
S190701ah	S190727h	77.306595	53.661396	1841.469922	57.666366	45.159167	2858.799342	5.207038E-46	7.644783E-01
S190701ah	S190728q	77.306595	53.661396	1841.469922	14.403733	9.446159	897.634710	0.000000E+00	7.131508E-01
S190701ah	S190802ab	77.306595	53.661396	1841.469922	1.884447	1.031714	161.440189	0.000000E+00	5.091178E-01
S190701ah	S190804f	77.306595	53.661396	1841.469922	2.661309	0.997223	458.682711	0.000000E+00	4.750928E-01
S190701ah	S190812an	77.306595	53.661396	1841.469922	3.388247	1.510654	280.148786	0.000000E+00	3.195019E-01
S190701ah	S190814bv	77.306595	53.661396	1841.469922	24.687522	2.707457	266.583126	0.000000E+00	2.915370E-01
S190701ah	S190826u	77.306595	53.661396	1841.469922	1.594133	1.005948	221.791283	0.000000E+00	1.865340E-01
S190701ah	S190828j	77.306595	53.661396	1841.469922	43.837041	35.304224	1996.229569	6.538748E-240	1.751179E-01
S190701ah	S190828l	77.306595	53.661396	1841.469922	32.131295	12.406218	1550.884781	0.000000E+00	1.750258E-01
S190701ah	S190830y	77.306595	53.661396	1841.469922	13.495155	4.414696	1058.882711	0.000000E+00	1.610022E-01
S190701ah	S190901ap	77.306595	53.661396	1841.469922	2.057573	1.260297	241.128579	0.000000E+00	1.482623E-01
S190704o	190425	6.364086	4.321680	436.060624	2.063355	1.424297	163.086727	0.000000E+00	1.131959E-01
S190704o	190511	6.364086	4.321680	436.060624	3.850878	1.518912	1683.381047	3.740602E-186	1.980415E-01
S190704o	190519bj	6.364086	4.321680	436.060624	94.012281	67.120783	3830.846901	0.000000E+00	2.713607E-01
S190704o	190521g	6.364086	4.321680	436.060624	191.015006	80.104642	2312.369982	0.000000E+00	2.880155E-01
S190704o	190521r	6.364086	4.321680	436.060624	51.535979	39.138066	1121.147106	0.000000E+00	2.903221E-01
S190704o	S190413ac	6.364086	4.321680	436.060624	83.477306	55.758698	4215.177173	0.000000E+00	7.844550E-02
S190704o	S190421ar	6.364086	4.321680	436.060624	48.520636	37.469384	1559.917750	0.000000E+00	1.012682E-01
S190704o	S190425e	6.364086	4.321680	436.060624	2.159430	1.390684	102.150916	0.000000E+00	1.121532E-01
S190704o	S190426c	6.364086	4.321680	436.060624	5.518208	1.939483	673.410613	8.880591E-10	1.181304E-01
S190704o	S190510g	6.364086	4.321680	436.060624	2.127052	1.396210	214.506238	0.000000E+00	1.889022E-01
S190704o	S190512at	6.364086	4.321680	436.060624	27.933490	16.642326	1430.391569	0.000000E+00	2.081366E-01
S190704o	S190602aq	6.364086	4.321680	436.060624	110.865717	60.439404	2538.314813	0.000000E+00	5.184121E-01
S190704o	S190607t	6.364086	4.321680	436.060624	1.982071	1.254118	135.817611	0.000000E+00	6.904118E-01
S190704o	S190630ag	6.364086	4.321680	436.060624	43.756930	25.094726	894.666939	0.000000E+00	9.686116E+00
S190704o	S190701ah	6.364086	4.321680	436.060624	77.306595	53.661396	1841.469922	0.000000E+00	1.359444E+01
S190704o	S190706ai	6.364086	4.321680	436.060624	112.933503	74.121426	5294.057929	0.000000E+00	1.416184E+01
S190704o	S190707q	6.364086	4.321680	436.060624	13.665300	9.435456	806.532865	0.000000E+00	1.203658E+01
S190704o	S190708ap	6.364086	4.321680	436.060624	21.480518	14.643784	861.632575	0.000000E+00	7.700266E+00
S190704o	S190720a	6.364086	4.321680	436.060624	15.956410	9.005985	816.716283	0.000000E+00	1.687024E+00
S190704o	S190727h	6.364086	4.321680	436.060624	57.666366	45.159167	2858.799342	0.000000E+00	9.213438E-01
S190704o	S190728q	6.364086	4.321680	436.060624	14.403733	9.446159	897.634710	0.000000E+00	8.539218E-01
S190704o	S190802ab	6.364086	4.321680	436.060624	1.884447	1.031714	161.440189	0.000000E+00	5.901363E-01
S190704o	S190804f	6.364086	4.321680	436.060624	2.661309	0.997223	458.682711	0.000000E+00	5.472257E-01
S190704o	S190812an	6.364086	4.321680	436.060624	3.388247	1.510654	280.148786	0.000000E+00	3.576438E-01
S190704o	S190814bv	6.364086	4.321680	436.060624	24.687522	2.707457	266.583126	0.000000E+00	3.249100E-01
S190704o	S190826u	6.364086	4.321680	436.060624	1.594133	1.005948	221.791283	0.000000E+00	2.051985E-01
S190704o	S190828j	6.364086	4.321680	436.060624	43.837041	35.304224	1996.229569	0.000000E+00	1.924044E-01
S190704o	S190828l	6.364086	4.321680	436.060624	32.131295	12.406218	1550.884781	0.000000E+00	1.923013E-01
S190704o	S190830y	6.364086	4.321680	436.060624	13.495155	4.414696	1058.882711	7.445091E-13	1.766204E-01
S190704o	S190901ap	6.364086	4.321680	436.060624	2.057573	1.260297	241.128579	0.000000E+00	1.624020E-01
S190706ai	S190630ag	112.933503	74.121426	5294.057929	43.756930	25.094726	894.666939	0.000000E+00	5.375207E+00
S190706ai	S190814bv	112.933503	74.121426	5294.057929	24.687522	2.707457	266.583126	0.000000E+00	3.622380E-01
S190706ai	S190828j	112.933503	74.121426	5294.057929	43.837041	35.304224	1996.229569	0.000000E+00	2.109259E-01
S190706ai	S190830y	112.933503	74.121426	5294.057929	13.495155	4.414696	1058.882711	0.000000E+00	1.933102E-01
S190707q	S190413ac	13.665300	9.435456	806.532865	83.477306	55.758698	4215.177173	0.000000E+00	7.202826E-02
S190707q	S190510g	13.665300	9.435456	806.532865	2.127052	1.396210	214.506238	0.000000E+00	1.698253E-01
S190707q	S190630ag	13.665300	9.435456	806.532865	43.756930	25.094726	894.666939	0.000000E+00	4.924286E+00
S190707q	S190706ai	13.665300	9.435456	806.532865	112.933503	74.121426	5294.057929	0.000000E+00	1.074392E+02
S190707q	S190708ap	13.665300	9.435456	806.532865	21.480518	14.643784	861.632575	1.888180E-291	2.298311E+01
S190707q	S190812an	13.665300	9.435456	806.532865	3.388247	1.510654	280.148786	0.000000E+00	4.098282E-01
S190707q	S190814bv	13.665300	9.435456	806.532865	24.687522	2.707457	266.583126	4.979500E-123	3.698897E-01
S190707q	S190826u	13.665300	9.435456	806.532865	1.594133	1.005948	221.791283	0.000000E+00	2.292472E-01
S190707q	S190828j	13.665300	9.435456	806.532865	43.837041	35.304224	1996.229569	0.000000E+00	2.146131E-01
S190707q	S190828l	13.665300	9.435456	806.532865	32.131295	12.406218	1550.884781	0.000000E+00	2.144954E-01
S190707q	S190830y	13.665300	9.435456	806.532865	13.495155	4.414696	1058.882711	1.788371E-01	1.966262E-01
S190707q	S190901ap	13.665300	9.435456	806.532865	2.057573	1.260297	241.128579	0.000000E+00	1.804755E-01
S190708ap	S190630ag	21.480518	14.643784	861.632575	43.756930	25.094726	894.666939	0.000000E+00	3.799496E+00
S190708ap	S190706ai	21.480518	14.643784	861.632575	112.933503	74.121426	5294.057929	0.000000E+00	1.719597E+01
S190708ap	S190812an	21.480518	14.643784	861.632575	3.388247	1.510654	280.148786	0.000000E+00	4.427510E-01
S190708ap	S190814bv	21.480518	14.643784	861.632575	24.687522	2.707457	266.583126	0.000000E+00	3.978828E-01
S190708ap	S190828j	21.480518	14.643784	861.632575	43.837041	35.304224	1996.229569	0.000000E+00	2.277846E-01
S190708ap	S190830y	21.480518	14.643784	861.632575	13.495155	4.414696	1058.882711	3.386803E-170	2.084524E-01
S190720a	S190413ac	15.956410	9.005985	816.716283	83.477306	55.758698	4215.177173	0.000000E+00	5.157164E-02
S190720a	S190510g	15.956410	9.005985	816.716283	2.127052	1.396210	214.506238	0.000000E+00	1.103578E-01
S190720a	S190602aq	15.956410	9.005985	816.716283	110.865717	60.439404	2538.314813	0.000000E+00	2.561676E-01
S190720a	S190630ag	15.956410	9.005985	816.716283	43.756930	25.094726	894.666939	0.000000E+00	1.224277E+00
S190720a	S190706ai	15.956410	9.005985	816.716283	112.933503	74.121426	5294.057929	0.000000E+00	2.137349E+00
S190720a	S190707q	15.956410	9.005985	816.716283	13.665300	9.435456	806.532865	1.285901E+02	2.239180E+00
S190720a	S190708ap	15.956410	9.005985	816.716283	21.480518	14.643784	861.632575	3.688883E-201	2.647304E+00
S190720a	S190812an	15.956410	9.005985	816.716283	3.388247	1.510654	280.148786	0.000000E+00	8.635638E-01
S190720a	S190814bv	15.956410	9.005985	816.716283	24.687522	2.707457	266.583126	3.935405E-103	7.398417E-01
S190720a	S190826u	15.956410	9.005985	816.716283	1.594133	1.005948	221.791283	0.000000E+00	3.865902E-01
S190720a	S190828j	15.956410	9.005985	816.716283	43.837041	35.304224	1996.229569	0.000000E+00	3.570793E-01
S190720a	S190828l	15.956410	9.005985	816.716283	32.131295	12.406218	1550.884781	0.000000E+00	3.568464E-01
S190720a	S190830y	15.956410	9.005985	816.716283	13.495155	4.414696	1058.882711	1.744225E-08	3.222559E-01
S190720a	S190901ap	15.956410	9.005985	816.716283	2.057573	1.260297	241.128579	0.000000E+00	2.921603E-01
S190727h	190425	57.666366	45.159167	2858.799342	2.063355	1.424297	163.086727	0.000000E+00	5.781034E-02
S190727h	190511	57.666366	45.159167	2858.799342	3.850878	1.518912	1683.381047	0.000000E+00	9.132734E-02
S190727h	190521r	57.666366	45.159167	2858.799342	51.535979	39.138066	1121.147106	1.707837E-03	1.257800E-01
S190727h	S190413ac	57.666366	45.159167	2858.799342	83.477306	55.758698	4215.177173	2.667388E-06	4.352093E-02
S190727h	S190421ar	57.666366	45.159167	2858.799342	48.520636	37.469384	1559.917750	9.885165E+00	5.297004E-02
S190727h	S190425e	57.666366	45.159167	2858.799342	2.159430	1.390684	102.150916	0.000000E+00	5.738910E-02
S190727h	S190510g	57.666366	45.159167	2858.799342	2.127052	1.396210	214.506238	0.000000E+00	8.778217E-02
S190727h	S190602aq	57.666366	45.159167	2858.799342	110.865717	60.439404	2538.314813	2.636235E-44	1.946790E-01
S190727h	S190630ag	57.666366	45.159167	2858.799342	43.756930	25.094726	894.666939	1.375150E-98	7.112035E-01
S190727h	S190706ai	57.666366	45.159167	2858.799342	112.933503	74.121426	5294.057929	5.152490E-80	1.118621E+00
S190727h	S190707q	57.666366	45.159167	2858.799342	13.665300	9.435456	806.532865	0.000000E+00	1.161652E+00
S190727h	S190708ap	57.666366	45.159167	2858.799342	21.480518	14.643784	861.632575	0.000000E+00	1.325833E+00
S190727h	S190720a	57.666366	45.159167	2858.799342	15.956410	9.005985	816.716283	0.000000E+00	4.406807E+00
S190727h	S190728q	57.666366	45.159167	2858.799342	14.403733	9.446159	897.634710	0.000000E+00	4.025345E+01
S190727h	S190802ab	57.666366	45.159167	2858.799342	1.884447	1.031714	161.440189	0.000000E+00	4.903651E+00
S190727h	S190804f	57.666366	45.159167	2858.799342	2.661309	0.997223	458.682711	0.000000E+00	3.949260E+00
S190727h	S190812an	57.666366	45.159167	2858.799342	3.388247	1.510654	280.148786	0.000000E+00	1.558488E+00
S190727h	S190814bv	57.666366	45.159167	2858.799342	24.687522	2.707457	266.583126	0.000000E+00	1.286560E+00
S190727h	S190826u	57.666366	45.159167	2858.799342	1.594133	1.005948	221.791283	0.000000E+00	5.618116E-01
S190727h	S190828j	57.666366	45.159167	2858.799342	43.837041	35.304224	1996.229569	8.611103E-38	5.093948E-01
S190727h	S190828l	57.666366	45.159167	2858.799342	32.131295	12.406218	1550.884781	0.000000E+00	5.089890E-01
S190727h	S190830y	57.666366	45.159167	2858.799342	13.495155	4.414696	1058.882711	0.000000E+00	4.501476E-01
S190727h	S190901ap	57.666366	45.159167	2858.799342	2.057573	1.260297	241.128579	0.000000E+00	4.012694E-01
S190728q	S190413ac	14.403733	9.446159	897.634710	83.477306	55.758698	4215.177173	0.000000E+00	4.253758E-02
S190728q	S190421ar	14.403733	9.446159	897.634710	48.520636	37.469384	1559.917750	0.000000E+00	5.164127E-02
S190728q	S190510g	14.403733	9.446159	897.634710	2.127052	1.396210	214.506238	0.000000E+00	8.507988E-02
S190728q	S190602aq	14.403733	9.446159	897.634710	110.865717	60.439404	2538.314813	0.000000E+00	1.874876E-01
S190728q	S190630ag	14.403733	9.446159	897.634710	43.756930	25.094726	894.666939	0.000000E+00	6.651852E-01
S190728q	S190706ai	14.403733	9.446159	897.634710	112.933503	74.121426	5294.057929	0.000000E+00	1.030440E+00
S190728q	S190707q	14.403733	9.446159	897.634710	13.665300	9.435456	806.532865	4.829422E+02	1.068902E+00
S190728q	S190708ap	14.403733	9.446159	897.634710	21.480518	14.643784	861.632575	1.877586E-233	1.215541E+00
S190728q	S190720a	14.403733	9.446159	897.634710	15.956410	9.005985	816.716283	5.585716E+01	3.751808E+00
S190728q	S190804f	14.403733	9.446159	897.634710	2.661309	0.997223	458.682711	0.000000E+00	4.673817E+00
S190728q	S190812an	14.403733	9.446159	897.634710	3.388247	1.510654	280.148786	0.000000E+00	1.711095E+00
S190728q	S190814bv	14.403733	9.446159	897.634710	24.687522	2.707457	266.583126	6.759490E-101	1.405431E+00
S190728q	S190826u	14.403733	9.446159	897.634710	1.594133	1.005948	221.791283	0.000000E+00	5.968875E-01
S190728q	S190828j	14.403733	9.446159	897.634710	43.837041	35.304224	1996.229569	0.000000E+00	5.392861E-01
S190728q	S190828l	14.403733	9.446159	897.634710	32.131295	12.406218	1550.884781	0.000000E+00	5.388415E-01
S190728q	S190830y	14.403733	9.446159	897.634710	13.495155	4.414696	1058.882711	1.685472E-02	4.745820E-01
S190728q	S190901ap	14.403733	9.446159	897.634710	2.057573	1.260297	241.128579	0.000000E+00	4.215951E-01
S190802ab	190425	1.884447	1.031714	161.440189	2.063355	1.424297	163.086727	9.507948E-180	4.900842E-02
S190802ab	190511	1.884447	1.031714	161.440189	3.850878	1.518912	1683.381047	6.405075E-04	7.487869E-02
S190802ab	190521r	1.884447	1.031714	161.440189	51.535979	39.138066	1121.147106	0.000000E+00	1.012136E-01
S190802ab	S190413ac	1.884447	1.031714	161.440189	83.477306	55.758698	4215.177173	0.000000E+00	3.774871E-02
S190802ab	S190421ar	1.884447	1.031714	161.440189	48.520636	37.469384	1559.917750	0.000000E+00	4.522091E-02
S190802ab	S190510g	1.884447	1.031714	161.440189	2.127052	1.396210	214.506238	5.155338E-45	7.215943E-02
S190802ab	S190602aq	1.884447	1.031714	161.440189	110.865717	60.439404	2538.314813	0.000000E+00	1.534542E-01
S190802ab	S190630ag	1.884447	1.031714	161.440189	43.756930	25.094726	894.666939	0.000000E+00	4.807796E-01
S190802ab	S190706ai	1.884447	1.031714	161.440189	112.933503	74.121426	5294.057929	0.000000E+00	6.888703E-01
S190802ab	S190707q	1.884447	1.031714	161.440189	13.665300	9.435456	806.532865	0.000000E+00	7.101220E-01
S190802ab	S190708ap	1.884447	1.031714	161.440189	21.480518	14.643784	861.632575	0.000000E+00	7.905997E-01
S190802ab	S190720a	1.884447	1.031714	161.440189	15.956410	9.005985	816.716283	0.000000E+00	1.974244E+00
S190802ab	S190728q	1.884447	1.031714	161.440189	14.403733	9.446159	897.634710	0.000000E+00	6.003834E+00
S190802ab	S190804f	1.884447	1.031714	161.440189	2.661309	0.997223	458.682711	2.881683E+01	2.950933E+01
S190802ab	S190812an	1.884447	1.031714	161.440189	3.388247	1.510654	280.148786	6.019231E-66	3.059686E+00
S190802ab	S190814bv	1.884447	1.031714	161.440189	24.687522	2.707457	266.583126	0.000000E+00	2.385350E+00
S190802ab	S190826u	1.884447	1.031714	161.440189	1.594133	1.005948	221.791283	1.125274E-22	8.658480E-01
S190802ab	S190828j	1.884447	1.031714	161.440189	43.837041	35.304224	1996.229569	0.000000E+00	7.650038E-01
S190802ab	S190828l	1.884447	1.031714	161.440189	32.131295	12.406218	1550.884781	0.000000E+00	7.642341E-01
S190802ab	S190830y	1.884447	1.031714	161.440189	13.495155	4.414696	1058.882711	3.765565E-214	6.548016E-01
S190802ab	S190901ap	1.884447	1.031714	161.440189	2.057573	1.260297	241.128579	7.055884E-36	5.678124E-01
S190804f	S190413ac	2.661309	0.997223	458.682711	83.477306	55.758698	4215.177173	0.000000E+00	3.676272E-02
S190804f	S190421ar	2.661309	0.997223	458.682711	48.520636	37.469384	1559.917750	0.000000E+00	4.391112E-02
S190804f	S190510g	2.661309	0.997223	458.682711	2.127052	1.396210	214.506238	8.329793E+02	6.955772E-02
S190804f	S190602aq	2.661309	0.997223	458.682711	110.865717	60.439404	2538.314813	0.000000E+00	1.466655E-01
S190804f	S190630ag	2.661309	0.997223	458.682711	43.756930	25.094726	894.666939	0.000000E+00	4.496778E-01
S190804f	S190706ai	2.661309	0.997223	458.682711	112.933503	74.121426	5294.057929	0.000000E+00	6.343332E-01
S190804f	S190707q	2.661309	0.997223	458.682711	13.665300	9.435456	806.532865	0.000000E+00	6.529980E-01
S190804f	S190708ap	2.661309	0.997223	458.682711	21.480518	14.643784	861.632575	0.000000E+00	7.234814E-01
