event1	event2	m1_1	m2_1	dist1	m1_2	m2_2	dist2	Blu	Rlu
S190804f	S190720a	2.661309	0.997223	458.682711	15.956410	9.005985	816.716283	0.000000E+00	1.746626E+00
S190804f	S190812an	2.661309	0.997223	458.682711	3.388247	1.510654	280.148786	1.014072E-13	3.633214E+00
S190804f	S190814bv	2.661309	0.997223	458.682711	24.687522	2.707457	266.583126	0.000000E+00	2.748613E+00
S190804f	S190826u	2.661309	0.997223	458.682711	1.594133	1.005948	221.791283	3.337591E+03	9.538841E-01
S190804f	S190828j	2.661309	0.997223	458.682711	43.837041	35.304224	1996.229569	0.000000E+00	8.381421E-01
S190804f	S190828l	2.661309	0.997223	458.682711	32.131295	12.406218	1550.884781	0.000000E+00	8.372602E-01
S190804f	S190830y	2.661309	0.997223	458.682711	13.495155	4.414696	1058.882711	7.814405E-194	7.121771E-01
S190804f	S190901ap	2.661309	0.997223	458.682711	2.057573	1.260297	241.128579	1.260389E+04	6.133946E-01
S190812an	S190630ag	3.388247	1.510654	280.148786	43.756930	25.094726	894.666939	0.000000E+00	3.054521E-01
S190812an	S190706ai	3.388247	1.510654	280.148786	112.933503	74.121426	5294.057929	0.000000E+00	4.008878E-01
S190812an	S190814bv	3.388247	1.510654	280.148786	24.687522	2.707457	266.583126	0.000000E+00	1.593685E+01
S190812an	S190828j	3.388247	1.510654	280.148786	43.837041	35.304224	1996.229569	0.000000E+00	1.681561E+00
S190812an	S190830y	3.388247	1.510654	280.148786	13.495155	4.414696	1058.882711	2.451132E-158	1.363856E+00
S190814bv	S190630ag	24.687522	2.707457	266.583126	43.756930	25.094726	894.666939	0.000000E+00	2.791383E-01
S190814bv	S190828j	24.687522	2.707457	266.583126	43.837041	35.304224	1996.229569	0.000000E+00	2.070701E+00
S190814bv	S190830y	24.687522	2.707457	266.583126	13.495155	4.414696	1058.882711	5.097056E-01	1.657616E+00
S190826u	S190413ac	1.594133	1.005948	221.791283	83.477306	55.758698	4215.177173	0.000000E+00	2.462869E-02
S190826u	S190510g	1.594133	1.005948	221.791283	2.127052	1.396210	214.506238	4.054892E-08	4.012309E-02
S190826u	S190630ag	1.594133	1.005948	221.791283	43.756930	25.094726	894.666939	0.000000E+00	1.794333E-01
S190826u	S190706ai	1.594133	1.005948	221.791283	112.933503	74.121426	5294.057929	0.000000E+00	2.252483E-01
S190826u	S190708ap	1.594133	1.005948	221.791283	21.480518	14.643784	861.632575	0.000000E+00	2.435553E-01
S190826u	S190812an	1.594133	1.005948	221.791283	3.388247	1.510654	280.148786	4.046761E-68	1.981147E+00
S190826u	S190814bv	1.594133	1.005948	221.791283	24.687522	2.707457	266.583126	0.000000E+00	2.475248E+00
S190826u	S190828j	1.594133	1.005948	221.791283	43.837041	35.304224	1996.229569	0.000000E+00	2.038230E+01
S190826u	S190828l	1.594133	1.005948	221.791283	32.131295	12.406218	1550.884781	0.000000E+00	2.018853E+01
S190826u	S190830y	1.594133	1.005948	221.791283	13.495155	4.414696	1058.882711	5.002036E-225	8.586777E+00
S190826u	S190901ap	1.594133	1.005948	221.791283	2.057573	1.260297	241.128579	4.091936E-22	5.072513E+00
S190828l	S190630ag	32.131295	12.406218	1550.884781	43.756930	25.094726	894.666939	0.000000E+00	1.684440E-01
S190828l	S190706ai	32.131295	12.406218	1550.884781	112.933503	74.121426	5294.057929	0.000000E+00	2.108107E-01
S190828l	S190708ap	32.131295	12.406218	1550.884781	21.480518	14.643784	861.632575	2.606321E-21	2.276579E-01
S190828l	S190812an	32.131295	12.406218	1550.884781	3.388247	1.510654	280.148786	0.000000E+00	1.679311E+00
S190828l	S190814bv	32.131295	12.406218	1550.884781	24.687522	2.707457	266.583126	0.000000E+00	2.067729E+00
S190828l	S190828j	32.131295	12.406218	1550.884781	43.837041	35.304224	1996.229569	4.916892E-231	4.708893E+03
S190828l	S190830y	32.131295	12.406218	1550.884781	13.495155	4.414696	1058.882711	1.724097E-273	1.498859E+01
S190828l	S190901ap	32.131295	12.406218	1550.884781	2.057573	1.260297	241.128579	0.000000E+00	7.391095E+00
S190830y	S190630ag	13.495155	4.414696	1058.882711	43.756930	25.094726	894.666939	0.000000E+00	1.550434E-01
S190830y	S190828j	13.495155	4.414696	1058.882711	43.837041	35.304224	1996.229569	0.000000E+00	1.489871E+01
S190901ap	S190630ag	2.057573	1.260297	241.128579	43.756930	25.094726	894.666939	0.000000E+00	1.428622E-01
S190901ap	S190706ai	2.057573	1.260297	241.128579	112.933503	74.121426	5294.057929	0.000000E+00	1.774832E-01
S190901ap	S190708ap	2.057573	1.260297	241.128579	21.480518	14.643784	861.632575	0.000000E+00	1.911341E-01
S190901ap	S190812an	2.057573	1.260297	241.128579	3.388247	1.510654	280.148786	2.233098E-04	1.120443E+00
S190901ap	S190814bv	2.057573	1.260297	241.128579	24.687522	2.707457	266.583126	0.000000E+00	1.346374E+00
S190901ap	S190828j	2.057573	1.260297	241.128579	43.837041	35.304224	1996.229569	0.000000E+00	7.364859E+00
S190901ap	S190830y	2.057573	1.260297	241.128579	13.495155	4.414696	1058.882711	6.121713E-170	1.494229E+01
