event1	event2	blu	rlu_haris	rlu_anupreeta
GW190707_093326	GW190828_063405	0.00e+00	3.58e-02	1.57e-01
GW190707_093326	GW190828_065509	0.00e+00	3.57e-02	1.57e-01
GW190707_093326	GW190909_114149	7.83e-73	2.52e-02	7.56e-02
GW190707_093326	GW190910_112807	0.00e+00	2.46e-02	7.62e-02
GW190707_093326	GW190924_021846	2.25e-106	1.77e-02	3.46e-02
GW190707_093326	GW190929_012149	0.00e+00	1.60e-02	2.88e-02
GW190707_093326	GW190930_133541	9.14e+02	1.56e-02	2.42e-02
GW190708_232457	GW190412	1.30e+02	1.48e-02	2.00e-02
GW190708_232457	GW190413_052954	2.53e-297	1.51e-02	2.02e-02
GW190708_232457	GW190413_134308	0.00e+00	1.52e-02	2.07e-02
GW190708_232457	GW190421_213856	0.00e+00	1.80e-02	3.47e-02
GW190708_232457	GW190424_180648	0.00e+00	1.92e-02	4.08e-02
GW190708_232457	GW190512_180714	3.48e-48	3.05e-02	1.15e-01
GW190708_232457	GW190513_205428	0.00e+00	3.15e-02	1.28e-01
GW190708_232457	GW190517_055101	0.00e+00	3.48e-02	1.45e-01
GW190708_232457	GW190519_153544	0.00e+00	3.75e-02	1.71e-01
GW190708_232457	GW190521_074359	0.00e+00	3.95e-02	1.83e-01
GW190708_232457	GW190521	0.00e+00	3.93e-02	1.77e-01
GW190708_232457	GW190630_185205	0.00e+00	4.89e-01	3.57e+00
GW190708_232457	GW190701_203306	0.00e+00	5.77e-01	4.11e+00
GW190708_232457	GW190707_093326	0.00e+00	2.87e+00	9.55e+00
GW190708_232457	GW190719_215514	1.67e-13	3.49e-01	2.63e+00
GW190708_232457	GW190728_064510	0.00e+00	1.66e-01	1.24e+00
GW190708_232457	GW190803_022701	0.00e+00	1.10e-01	8.02e-01
GW190708_232457	GW190814	0.00e+00	6.01e-02	3.74e-01
GW190708_232457	GW190828_063405	0.00e+00	3.75e-02	1.72e-01
GW190708_232457	GW190828_065509	8.62e-22	3.75e-02	1.72e-01
GW190708_232457	GW190909_114149	7.75e-37	2.63e-02	8.57e-02
GW190708_232457	GW190910_112807	0.00e+00	2.56e-02	7.61e-02
GW190708_232457	GW190924_021846	0.00e+00	1.84e-02	3.46e-02
GW190708_232457	GW190929_012149	0.00e+00	1.65e-02	2.98e-02
GW190708_232457	GW190930_133541	3.81e-106	1.60e-02	2.88e-02
GW190719_215514	GW190413_052954	9.29e+00	1.27e-02	1.14e-02
GW190719_215514	GW190413_134308	4.58e-02	1.28e-02	1.12e-02
GW190719_215514	GW190421_213856	2.37e-03	1.45e-02	1.59e-02
GW190719_215514	GW190512_180714	3.64e-10	2.27e-02	6.82e-02
GW190719_215514	GW190513_205428	8.55e-03	2.34e-02	7.13e-02
GW190719_215514	GW190517_055101	4.87e-02	2.55e-02	7.59e-02
GW190719_215514	GW190521_074359	1.80e-01	2.85e-02	1.04e-01
GW190719_215514	GW190521	1.38e-12	2.84e-02	1.04e-01
GW190719_215514	GW190803_022701	1.47e+00	2.55e-01	2.00e+00
GW190719_215514	GW190910_112807	7.55e-03	3.50e-02	1.46e-01
GW190719_215514	GW190924_021846	3.75e-38	2.39e-02	7.47e-02
GW190720_000836	GW190412	0.00e+00	1.25e-02	7.81e-03
GW190720_000836	GW190413_052954	0.00e+00	1.27e-02	1.14e-02
GW190720_000836	GW190413_134308	0.00e+00	1.27e-02	1.12e-02
GW190720_000836	GW190421_213856	0.00e+00	1.45e-02	1.56e-02
GW190720_000836	GW190424_180648	0.00e+00	1.52e-02	2.11e-02
GW190720_000836	GW190512_180714	0.00e+00	2.27e-02	6.82e-02
GW190720_000836	GW190513_205428	0.00e+00	2.33e-02	7.06e-02
GW190720_000836	GW190517_055101	0.00e+00	2.55e-02	7.58e-02
GW190720_000836	GW190519_153544	0.00e+00	2.72e-02	9.35e-02
GW190720_000836	GW190521_074359	0.00e+00	2.85e-02	1.04e-01
GW190720_000836	GW190521	0.00e+00	2.83e-02	1.04e-01
GW190720_000836	GW190630_185205	0.00e+00	1.67e-01	1.25e+00
GW190720_000836	GW190701_203306	0.00e+00	1.82e-01	1.37e+00
GW190720_000836	GW190707_093326	0.00e+00	2.95e-01	2.24e+00
GW190720_000836	GW190708_232457	0.00e+00	3.46e-01	2.57e+00
GW190720_000836	GW190719_215514	7.70e-31	8.08e+01	8.68e+00
GW190720_000836	GW190728_064510	7.99e+01	4.83e-01	3.44e+00
GW190720_000836	GW190803_022701	0.00e+00	2.57e-01	2.00e+00
GW190720_000836	GW190814	0.00e+00	1.05e-01	7.73e-01
GW190720_000836	GW190828_063405	0.00e+00	5.48e-02	3.35e-01
GW190720_000836	GW190828_065509	0.00e+00	5.47e-02	3.35e-01
GW190720_000836	GW190909_114149	1.39e-87	3.62e-02	1.63e-01
GW190720_000836	GW190910_112807	0.00e+00	3.51e-02	1.48e-01
GW190720_000836	GW190924_021846	0.00e+00	2.39e-02	7.47e-02
GW190720_000836	GW190929_012149	0.00e+00	2.11e-02	5.57e-02
GW190720_000836	GW190930_133541	5.10e+01	2.04e-02	5.23e-02
GW190727_060333	GW190408_181802	8.95e-187	1.12e-02	0.00e+00
GW190727_060333	GW190412	0.00e+00	1.15e-02	0.00e+00
GW190727_060333	GW190413_052954	5.76e-02	1.17e-02	4.54e-03
GW190727_060333	GW190413_134308	0.00e+00	1.17e-02	4.49e-03
GW190727_060333	GW190421_213856	2.93e+00	1.29e-02	1.13e-02
GW190727_060333	GW190424_180648	2.12e+02	1.35e-02	1.41e-02
GW190727_060333	GW190426_152155	0.00e+00	1.39e-02	1.38e-02
GW190727_060333	GW190512_180714	2.75e-284	1.90e-02	4.06e-02
GW190727_060333	GW190513_205428	0.00e+00	1.95e-02	4.20e-02
GW190727_060333	GW190517_055101	1.86e-05	2.12e-02	5.58e-02
GW190727_060333	GW190519_153544	2.57e-11	2.25e-02	6.78e-02
GW190727_060333	GW190521_074359	9.17e+00	2.34e-02	7.22e-02
GW190727_060333	GW190521	0.00e+00	2.33e-02	7.06e-02
GW190727_060333	GW190630_185205	9.66e-18	1.01e-01	7.72e-01
GW190727_060333	GW190701_203306	0.00e+00	1.08e-01	7.89e-01
GW190727_060333	GW190706_222641	0.00e+00	1.54e-01	1.18e+00
GW190727_060333	GW190707_093326	0.00e+00	1.59e-01	1.22e+00
GW190727_060333	GW190708_232457	0.00e+00	1.80e-01	1.37e+00
GW190727_060333	GW190719_215514	4.84e-01	5.57e-01	4.05e+00
GW190727_060333	GW190720_000836	0.00e+00	5.65e-01	4.05e+00
GW190727_060333	GW190728_064510	0.00e+00	5.01e+00	1.08e+01
GW190727_060333	GW190731_140936	3.06e+01	1.02e+00	6.07e+00
GW190727_060333	GW190803_022701	5.74e-01	6.04e-01	4.24e+00
GW190727_060333	GW190814	0.00e+00	1.75e-01	1.35e+00
GW190727_060333	GW190828_063405	5.31e-06	7.47e-02	4.98e-01
GW190727_060333	GW190828_065509	8.18e-187	7.47e-02	4.98e-01
GW190727_060333	GW190909_114149	6.32e-03	4.58e-02	2.43e-01
GW190727_060333	GW190910_112807	6.21e+01	4.42e-02	2.27e-01
GW190727_060333	GW190924_021846	0.00e+00	2.91e-02	1.08e-01
GW190727_060333	GW190929_012149	1.42e-02	2.54e-02	7.58e-02
GW190727_060333	GW190930_133541	0.00e+00	2.44e-02	7.60e-02
GW190728_064510	GW190413_052954	0.00e+00	1.15e-02	0.00e+00
GW190728_064510	GW190413_134308	0.00e+00	1.16e-02	0.00e+00
GW190728_064510	GW190421_213856	0.00e+00	1.28e-02	1.12e-02
GW190728_064510	GW190512_180714	0.00e+00	1.86e-02	3.58e-02
GW190728_064510	GW190513_205428	0.00e+00	1.91e-02	4.07e-02
GW190728_064510	GW190517_055101	0.00e+00	2.06e-02	5.39e-02
GW190728_064510	GW190519_153544	0.00e+00	2.19e-02	6.06e-02
GW190728_064510	GW190521_074359	0.00e+00	2.28e-02	6.79e-02
GW190728_064510	GW190521	0.00e+00	2.27e-02	6.82e-02
GW190728_064510	GW190630_185205	0.00e+00	9.51e-02	7.20e-01
GW190728_064510	GW190719_215514	6.05e-30	4.77e-01	3.43e+00
GW190728_064510	GW190803_022701	0.00e+00	7.31e-01	4.86e+00
GW190728_064510	GW190828_063405	0.00e+00	7.86e-02	5.13e-01
GW190728_064510	GW190828_065509	0.00e+00	7.86e-02	5.12e-01
GW190728_064510	GW190909_114149	1.66e-86	4.74e-02	2.40e-01
GW190728_064510	GW190910_112807	0.00e+00	4.58e-02	2.43e-01
GW190728_064510	GW190924_021846	0.00e+00	3.00e-02	1.09e-01
GW190728_064510	GW190929_012149	0.00e+00	2.61e-02	8.18e-02
GW190728_064510	GW190930_133541	6.02e+04	2.51e-02	7.55e-02
GW190731_140936	GW190412	0.00e+00	1.11e-02	0.00e+00
GW190731_140936	GW190413_052954	1.45e+01	1.12e-02	0.00e+00
GW190731_140936	GW190413_134308	1.25e-01	1.12e-02	0.00e+00
GW190731_140936	GW190421_213856	6.21e+02	1.22e-02	7.07e-03
GW190731_140936	GW190424_180648	4.17e+01	1.27e-02	1.14e-02
GW190731_140936	GW190426_152155	0.00e+00	1.30e-02	1.14e-02
GW190731_140936	GW190512_180714	0.00e+00	1.73e-02	3.39e-02
GW190731_140936	GW190513_205428	0.00e+00	1.77e-02	3.46e-02
GW190731_140936	GW190517_055101	0.00e+00	1.91e-02	4.07e-02
GW190731_140936	GW190519_153544	7.77e-02	2.02e-02	5.00e-02
GW190731_140936	GW190521_074359	0.00e+00	2.10e-02	5.50e-02
GW190731_140936	GW190521	0.00e+00	2.09e-02	5.46e-02
GW190731_140936	GW190630_185205	3.66e-64	7.94e-02	5.25e-01
GW190731_140936	GW190701_203306	0.00e+00	8.39e-02	5.58e-01
GW190731_140936	GW190707_093326	0.00e+00	1.17e-01	8.65e-01
GW190731_140936	GW190708_232457	0.00e+00	1.30e-01	1.01e+00
GW190731_140936	GW190719_215514	1.18e-01	3.23e-01	2.47e+00
GW190731_140936	GW190720_000836	0.00e+00	3.27e-01	2.50e+00
GW190731_140936	GW190728_064510	0.00e+00	1.35e+00	6.81e+00
GW190731_140936	GW190803_022701	1.19e+02	1.76e+00	8.05e+00
GW190731_140936	GW190814	0.00e+00	2.52e-01	2.00e+00
GW190731_140936	GW190828_063405	9.13e-30	9.40e-02	7.00e-01
GW190731_140936	GW190828_065509	8.54e-222	9.39e-02	6.97e-01
GW190731_140936	GW190909_114149	0.00e+00	5.35e-02	3.00e-01
GW190731_140936	GW190910_112807	1.61e+02	5.15e-02	2.72e-01
GW190731_140936	GW190924_021846	0.00e+00	3.30e-02	1.30e-01
GW190731_140936	GW190929_012149	1.22e-02	2.86e-02	1.04e-01
GW190731_140936	GW190930_133541	0.00e+00	2.75e-02	9.67e-02
GW190803_022701	GW190521	0.00e+00	1.97e-02	4.43e-02
GW190803_022701	GW190910_112807	1.52e+03	5.67e-02	3.63e-01
GW190814	GW190412	0.00e+00	1.04e-02	0.00e+00
GW190814	GW190413_052954	0.00e+00	1.04e-02	0.00e+00
GW190814	GW190413_134308	0.00e+00	1.04e-02	0.00e+00
GW190814	GW190421_213856	0.00e+00	1.08e-02	0.00e+00
GW190814	GW190424_180648	0.00e+00	1.10e-02	0.00e+00
GW190814	GW190512_180714	0.00e+00	1.34e-02	1.41e-02
GW190814	GW190513_205428	0.00e+00	1.36e-02	1.39e-02
GW190814	GW190517_055101	0.00e+00	1.44e-02	1.45e-02
GW190814	GW190519_153544	0.00e+00	1.50e-02	2.03e-02
GW190814	GW190521_074359	0.00e+00	1.54e-02	2.30e-02
GW190814	GW190521	0.00e+00	1.54e-02	2.25e-02
GW190814	GW190630_185205	0.00e+00	4.44e-02	2.28e-01
GW190814	GW190701_203306	0.00e+00	4.61e-02	2.44e-01
GW190814	GW190719_215514	0.00e+00	1.04e-01	7.70e-01
GW190814	GW190728_064510	0.00e+00	1.90e-01	1.43e+00
GW190814	GW190803_022701	0.00e+00	3.20e-01	2.43e+00
GW190814	GW190828_063405	0.00e+00	2.74e-01	2.11e+00
GW190814	GW190828_065509	0.00e+00	2.74e-01	2.10e+00
GW190814	GW190909_114149	5.82e-78	1.07e-01	7.85e-01
GW190814	GW190910_112807	0.00e+00	1.00e-01	7.75e-01
GW190814	GW190924_021846	0.00e+00	5.28e-02	2.80e-01
GW190814	GW190929_012149	0.00e+00	4.43e-02	2.27e-01
GW190814	GW190930_133541	9.56e-134	4.21e-02	2.27e-01
GW190828_063405	GW190413_052954	6.91e-09	1.07e-02	0.00e+00
GW190828_063405	GW190413_134308	4.43e-73	1.06e-02	0.00e+00
GW190828_063405	GW190421_213856	4.76e-41	1.04e-02	0.00e+00
GW190828_063405	GW190512_180714	0.00e+00	1.14e-02	0.00e+00
GW190828_063405	GW190513_205428	0.00e+00	1.15e-02	0.00e+00
GW190828_063405	GW190517_055101	3.58e-05	1.19e-02	6.00e-03
GW190828_063405	GW190519_153544	0.00e+00	1.22e-02	7.10e-03
GW190828_063405	GW190521_074359	4.61e-18	1.25e-02	7.19e-03
GW190828_063405	GW190521	0.00e+00	1.25e-02	6.53e-03
GW190828_063405	GW190630_185205	2.56e-06	2.94e-02	1.08e-01
GW190828_063405	GW190719_215514	2.25e+00	5.46e-02	3.32e-01
GW190828_063405	GW190803_022701	2.42e-17	1.09e-01	8.00e-01
GW190828_063405	GW190910_112807	1.93e-53	2.79e-01	2.14e+00
GW190828_063405	GW190924_021846	0.00e+00	9.89e-02	7.59e-01
GW190828_063405	GW190929_012149	1.80e-94	7.56e-02	4.97e-01
GW190828_065509	GW190413_052954	4.33e-208	1.07e-02	0.00e+00
GW190828_065509	GW190413_134308	1.19e-210	1.06e-02	0.00e+00
GW190828_065509	GW190421_213856	4.69e-291	1.04e-02	0.00e+00
GW190828_065509	GW190512_180714	2.43e-04	1.14e-02	0.00e+00
GW190828_065509	GW190513_205428	4.06e-166	1.15e-02	0.00e+00
GW190828_065509	GW190517_055101	1.16e-89	1.19e-02	5.98e-03
GW190828_065509	GW190519_153544	0.00e+00	1.22e-02	7.09e-03
GW190828_065509	GW190521_074359	0.00e+00	1.25e-02	7.14e-03
GW190828_065509	GW190521	0.00e+00	1.25e-02	6.55e-03
GW190828_065509	GW190630_185205	7.71e-212	2.94e-02	1.08e-01
GW190828_065509	GW190719_215514	4.17e-11	5.45e-02	3.31e-01
GW190828_065509	GW190803_022701	4.80e-191	1.09e-01	8.00e-01
GW190828_065509	GW190828_063405	1.85e-283	5.83e+02	4.52e+00
GW190828_065509	GW190909_114149	3.68e-23	3.07e-01	2.31e+00
GW190828_065509	GW190910_112807	0.00e+00	2.79e-01	2.15e+00
GW190828_065509	GW190924_021846	0.00e+00	9.90e-02	7.61e-01
GW190828_065509	GW190929_012149	1.59e-288	7.57e-02	4.98e-01
GW190909_114149	GW190413_052954	3.96e-01	1.19e-02	0.00e+00
GW190909_114149	GW190413_134308	2.23e-01	1.19e-02	0.00e+00
GW190909_114149	GW190421_213856	0.00e+00	1.09e-02	0.00e+00
GW190909_114149	GW190512_180714	3.53e-16	1.05e-02	0.00e+00
GW190909_114149	GW190513_205428	3.45e-03	1.06e-02	0.00e+00
GW190909_114149	GW190517_055101	8.56e-07	1.07e-02	0.00e+00
GW190909_114149	GW190519_153544	6.00e-03	1.09e-02	0.00e+00
GW190909_114149	GW190521_074359	1.98e-02	1.10e-02	0.00e+00
GW190909_114149	GW190521	6.26e-12	1.10e-02	0.00e+00
GW190909_114149	GW190630_185205	5.87e-06	2.13e-02	5.64e-02
GW190909_114149	GW190719_215514	6.38e-02	3.61e-02	1.61e-01
GW190909_114149	GW190803_022701	2.40e+01	5.90e-02	3.71e-01
GW190909_114149	GW190828_063405	2.17e-12	3.07e-01	2.30e+00
GW190909_114149	GW190910_112807	4.40e+01	5.27e+00	1.07e+01
GW190909_114149	GW190924_021846	2.28e-113	2.45e-01	1.94e+00
GW190909_114149	GW190929_012149	5.55e-03	1.63e-01	1.23e+00
GW190915_235702	GW190408_181802	2.13e-57	1.50e-02	0.00e+00
GW190915_235702	GW190412	0.00e+00	1.37e-02	0.00e+00
GW190915_235702	GW190413_052954	2.84e-01	1.34e-02	0.00e+00
GW190915_235702	GW190413_134308	7.94e-33	1.33e-02	0.00e+00
GW190915_235702	GW190421_213856	2.50e-14	1.16e-02	0.00e+00
GW190915_235702	GW190424_180648	7.11e-01	1.12e-02	0.00e+00
GW190915_235702	GW190426_152155	0.00e+00	1.10e-02	0.00e+00
GW190915_235702	GW190512_180714	0.00e+00	1.04e-02	0.00e+00
GW190915_235702	GW190513_205428	0.00e+00	1.04e-02	0.00e+00
GW190915_235702	GW190517_055101	0.00e+00	1.05e-02	0.00e+00
GW190915_235702	GW190519_153544	0.00e+00	1.05e-02	0.00e+00
GW190915_235702	GW190521_074359	0.00e+00	1.06e-02	0.00e+00
GW190915_235702	GW190521	0.00e+00	1.06e-02	0.00e+00
GW190915_235702	GW190630_185205	4.15e-05	1.83e-02	3.46e-02
GW190915_235702	GW190701_203306	0.00e+00	1.88e-02	3.83e-02
GW190915_235702	GW190706_222641	5.73e-256	2.11e-02	5.57e-02
GW190915_235702	GW190707_093326	0.00e+00	2.14e-02	5.64e-02
GW190915_235702	GW190708_232457	0.00e+00	2.22e-02	6.64e-02
GW190915_235702	GW190719_215514	6.34e+01	2.98e-02	1.07e-01
GW190915_235702	GW190720_000836	0.00e+00	2.99e-02	1.08e-01
GW190915_235702	GW190727_060333	0.00e+00	3.70e-02	1.69e-01
GW190915_235702	GW190728_064510	0.00e+00	3.82e-02	1.75e-01
GW190915_235702	GW190731_140936	9.22e-12	4.25e-02	2.26e-01
GW190915_235702	GW190803_022701	1.51e-03	4.63e-02	2.43e-01
GW190915_235702	GW190814	0.00e+00	7.44e-02	4.99e-01
GW190915_235702	GW190828_063405	0.00e+00	1.74e-01	1.33e+00
GW190915_235702	GW190828_065509	0.00e+00	1.74e-01	1.33e+00
GW190915_235702	GW190909_114149	1.88e-04	6.41e-01	4.44e+00
GW190915_235702	GW190910_112807	2.39e-17	7.77e-01	4.99e+00
GW190915_235702	GW190924_021846	0.00e+00	4.96e-01	3.62e+00
GW190915_235702	GW190929_012149	6.23e-52	2.83e-01	2.17e+00
GW190915_235702	GW190930_133541	0.00e+00	2.46e-01	1.95e+00
GW190924_021846	GW190512_180714	0.00e+00	1.05e-02	0.00e+00
GW190924_021846	GW190521	0.00e+00	1.04e-02	0.00e+00
GW190924_021846	GW190803_022701	0.00e+00	3.56e-02	1.56e-01
GW190924_021846	GW190910_112807	0.00e+00	2.68e-01	2.02e+00
GW190929_012149	GW190413_052954	4.70e-08	2.12e-02	0.00e+00
GW190929_012149	GW190413_134308	1.39e+01	2.09e-02	0.00e+00
GW190929_012149	GW190421_213856	2.50e-03	1.50e-02	0.00e+00
GW190929_012149	GW190512_180714	4.43e-315	1.08e-02	0.00e+00
GW190929_012149	GW190513_205428	7.86e-88	1.07e-02	0.00e+00
GW190929_012149	GW190517_055101	1.40e-44	1.05e-02	0.00e+00
GW190929_012149	GW190519_153544	1.11e-01	1.05e-02	0.00e+00
GW190929_012149	GW190521_074359	5.15e-26	1.04e-02	0.00e+00
GW190929_012149	GW190521	3.60e-57	1.04e-02	0.00e+00
GW190929_012149	GW190719_215514	5.94e-02	2.11e-02	5.54e-02
GW190929_012149	GW190803_022701	2.21e-04	3.08e-02	1.17e-01
GW190929_012149	GW190910_112807	1.26e-06	1.76e-01	1.35e+00
GW190929_012149	GW190924_021846	0.00e+00	8.79e-01	5.41e+00
GW190930_133541	GW190413_052954	0.00e+00	2.33e-02	0.00e+00
GW190930_133541	GW190413_134308	0.00e+00	2.28e-02	0.00e+00
GW190930_133541	GW190421_213856	0.00e+00	1.57e-02	0.00e+00
GW190930_133541	GW190512_180714	2.28e-173	1.09e-02	0.00e+00
GW190930_133541	GW190513_205428	0.00e+00	1.08e-02	0.00e+00
GW190930_133541	GW190517_055101	0.00e+00	1.06e-02	0.00e+00
GW190930_133541	GW190519_153544	0.00e+00	1.05e-02	0.00e+00
GW190930_133541	GW190521_074359	0.00e+00	1.05e-02	0.00e+00
GW190930_133541	GW190521	0.00e+00	1.05e-02	0.00e+00
GW190930_133541	GW190630_185205	0.00e+00	1.39e-02	1.39e-02
GW190930_133541	GW190719_215514	8.40e-31	2.03e-02	5.18e-02
GW190930_133541	GW190803_022701	0.00e+00	2.95e-02	1.08e-01
GW190930_133541	GW190828_063405	0.00e+00	7.04e-02	4.60e-01
GW190930_133541	GW190828_065509	8.20e-108	7.04e-02	4.61e-01
GW190930_133541	GW190909_114149	6.46e-82	1.45e-01	1.09e+00
GW190930_133541	GW190910_112807	0.00e+00	1.56e-01	1.19e+00
GW190930_133541	GW190924_021846	0.00e+00	6.46e-01	4.46e+00
GW190930_133541	GW190929_012149	0.00e+00	3.02e+00	9.52e+00
